state,crop_year,season,crop,yield_kg_ha
Gujarat,2002,Rabi,Rapeseed &Mustard,1070.8955223880596
Himachal Pradesh,2010,Kharif,Potato,9982.841990329121
Telangana,2025,Kharif,Moong(Green Gram),921.3691409814071
Jharkhand,2023,Rabi,Gram,1458.6528204983492
Assam,2013,Whole Year,Turmeric,967.6865534367527
Puducherry,2009,Kharif,Sunflower,1000.0
Uttar Pradesh,2022,Kharif,Sugarcane,77969.92377142953
Sikkim,2018,Kharif,Rice,1856.3094209161625
Punjab,2005,Kharif,Arhar/Tur,884.6153846153846
Assam,2022,Rabi,Masoor,848.4718697868008
Gujarat,2022,Kharif,Tobacco,2364.5956456259673
Assam,2010,Kharif,Sesamum,568.556527590848
Goa,2023,Kharif,Ragi,936.9921189105313
Gujarat,2014,Whole Year,Garlic,5847.399286078531
Tamil Nadu,2017,Whole Year,Arecanut,2214.540059347181
Uttar Pradesh,2006,Kharif,Sesamum,168.356477688082
Andhra Pradesh,2009,Rabi,Other  Rabi pulses,867.966991747937
Karnataka,2019,Whole Year,Black pepper,392.0161220097777
Karnataka,2013,Whole Year,Coriander,310.42296072507554
Jharkhand,2019,Kharif,Arhar/Tur,1047.7361543032368
Mizoram,2018,Kharif,Soyabean,1731.2252964426877
Manipur,2015,Kharif,Urad,1121.2751212751214
Delhi,2017,Kharif,Maize,4833.333333333333
Andhra Pradesh,2013,Kharif,Moong(Green Gram),512.0640365923384
Rajasthan,2022,Rabi,Coriander,1009.2504939322399
Mizoram,2025,Kharif,Tapioca,10566.659017898119
Madhya Pradesh,2020,Kharif,Cotton(lint),557.4439816294896
Madhya Pradesh,2005,Kharif,Arhar/Tur,744.0002754536378
Telangana,2023,Whole Year,Mango,7872.687170603768
Maharashtra,2013,Kharif,Castor seed,369.5652173913044
West Bengal,2008,Rabi,Mustard,1272.0779551646322
Nagaland,2019,Rabi,Masoor,823.5294117647059
Gujarat,2024,Kharif,Rice,2774.143856346339
Karnataka,2017,Whole Year,Turmeric,6348.001447851492
Nagaland,2019,Kharif,Cotton(lint),701.7543859649122
Odisha,2002,Whole Year,Sugarcane,53127.88319108415
Chhattisgarh,2001,Kharif,Sesamum,241.98127198000086
Karnataka,2023,Kharif,Onion,10305.44194132877
Gujarat,2018,Whole Year,Potato,30099.926718210936
Goa,2021,Whole Year,Sweet potato,1969.8185624563853
Telangana,2011,Kharif,Arhar/Tur,935.952549502867
Meghalaya,2017,Whole Year,Sugarcane,2983.471074380165
Chhattisgarh,2004,Whole Year,Sweet potato,5420.391577391947
Uttar Pradesh,2021,Rabi,Mustard,1670.8616024672465
Jammu and Kashmir,2026,Rabi,Barley,516.5157073246412
Odisha,2023,Autumn,Groundnut,1538.6059347321077
Meghalaya,2012,Whole Year,Maize,2149.9861226755484
Meghalaya,2011,Kharif,Ginger,6144.382200613043
Odisha,2011,Rabi,Mustard,1354.7683661665978
Gujarat,2023,Kharif,Groundnut,2496.115516810266
West Bengal,2013,Kharif,Other Kharif pulses,667.8043230944255
Himachal Pradesh,2018,Kharif,Other Kharif pulses,920.0669914738124
Himachal Pradesh,2023,Kharif,Other Kharif pulses,899.3408344980293
Gujarat,2003,Kharif,Bajra,1370.3785944265571
Telangana,2020,Whole Year,Sugarcane,71548.0335040757
Jammu and Kashmir,2021,Kharif,Sesamum,396.9806844164666
Rajasthan,2017,Rabi,Wheat,4245.656721038019
Karnataka,2013,Whole Year,Sugarcane,90572.35573374727
West Bengal,2007,Kharif,Maize,2096.1238067688746
Assam,2026,Rabi,Mustard,1899.100476324141
Andhra Pradesh,2004,Kharif,Soyabean,1528.0074652012754
Uttar Pradesh,2019,Kharif,Ginger,5250.0
Uttarakhand,2022,Kharif,Potato,6824.229629263878
Odisha,2023,Whole Year,Onion,11751.184862986262
Puducherry,2009,Kharif,Small millets,1000.0
Odisha,2022,Whole Year,Coriander,650.0089446669143
Bihar,2019,Rabi,Gram,729.6882693837355
Goa,2002,Kharif,Ragi,852.6912181303117
Uttarakhand,2026,Rabi,Peas & beans (Pulses),638.671341559546
Madhya Pradesh,2019,Rabi,Mustard,1570.9119784426307
Kerala,2019,Whole Year,Sunflower,1000.0
Odisha,2001,Rabi,Rapeseed &Mustard,157.0732396355675
Chhattisgarh,2000,Rabi,Linseed,213.99621723858417
Punjab,2008,Rabi,Mustard,1252.9417973710051
Andhra Pradesh,2011,Kharif,Ragi,843.7542164773188
Madhya Pradesh,2021,Rabi,Other  Rabi pulses,852.7970730554836
Arunachal Pradesh,2022,Whole Year,Sugarcane,24881.493555495184
Gujarat,2015,Whole Year,Guar seed,611.0813328738976
Punjab,2024,Kharif,Moong(Green Gram),974.5357431778094
Maharashtra,2009,Rabi,Linseed,240.9972299168975
Uttarakhand,2015,Kharif,other oilseeds,633.3333333333334
Assam,2005,Rabi,Wheat,1075.538920357879
Haryana,2021,Rabi,Mustard,1553.8947261087094
Kerala,2024,Kharif,Ragi,1456.9874894598267
Maharashtra,2012,Rabi,Gram,765.0066108417806
Gujarat,2001,Whole Year,Dry chillies,889.7058823529412
Madhya Pradesh,2017,Whole Year,Sweet potato,15187.013461890054
Manipur,2021,Kharif,Groundnut,990.9656856563063
Mizoram,2013,Rabi,Other  Rabi pulses,1633.5754640839386
West Bengal,2025,Kharif,Soyabean,937.6877908917736
Karnataka,2011,Rabi,Gram,446.6091749245639
Arunachal Pradesh,2005,Whole Year,Turmeric,3819.6721311475408
Uttar Pradesh,2004,Whole Year,Banana,36369.04024767802
Maharashtra,2024,Whole Year,Tobacco,2013.5673159377682
Karnataka,2019,Kharif,Small millets,727.152975315477
Madhya Pradesh,2004,Kharif,Sunflower,497.1006852925672
Bihar,2026,Whole Year,Sugarcane,72872.14549606455
Bihar,2025,Kharif,Sesamum,1085.266216836272
Karnataka,2015,Whole Year,Sugarcane,80772.37502947156
Maharashtra,2012,Whole Year,Grapes,21152.790479820233
Uttarakhand,2021,Rabi,Other Cereals,792.6106869775174
Karnataka,2007,Kharif,Niger seed,376.0722058635258
Madhya Pradesh,2009,Whole Year,Tobacco,455.12820512820514
Himachal Pradesh,2013,Kharif,Maize,2035.484312919578
Uttar Pradesh,2012,Kharif,Cotton(lint),233.34647221127315
Nagaland,2002,Kharif,Jowar,2000.0
Karnataka,2017,Whole Year,Sweet potato,12975.777295733911
Telangana,2024,Kharif,Bajra,614.5554657550232
Manipur,2017,Whole Year,Turmeric,12048.58934169279
Haryana,2002,Whole Year,Potato,28262.97443841983
Haryana,2001,Rabi,Peas & beans (Pulses),1126.7605633802816
Chhattisgarh,2022,Kharif,Arhar/Tur,445.43480514378933
Gujarat,2021,Kharif,Other Cereals,887.4301886503921
Sikkim,2011,Kharif,Maize,1657.3216520650813
Madhya Pradesh,2014,Rabi,Rapeseed &Mustard,1026.0586319218241
Maharashtra,2022,Kharif,Sunflower,550.0137250708674
Jammu and Kashmir,2021,Kharif,Other Cereals,1547.8360507532036
Karnataka,2015,Whole Year,Black pepper,765.1614747070591
Manipur,2009,Whole Year,Banana,10431.946584488958
Madhya Pradesh,2000,Rabi,Safflower,274.6478873239437
Bihar,2011,Rabi,Peas & beans (Pulses),1030.930045564192
Karnataka,2009,Kharif,Maize,2332.2940292340363
Karnataka,2024,Whole Year,Banana,30835.181578246687
Nagaland,2019,Kharif,Castor seed,666.6666666666666
Andhra Pradesh,2016,Whole Year,Sugarcane,76220.16508974809
Bihar,2006,Kharif,Maize,1532.1780079693558
Haryana,2019,Kharif,Rice,3332.2214381935983
Tamil Nadu,2003,Kharif,Groundnut,1551.879681458046
Madhya Pradesh,2003,Whole Year,Sannhamp,1992.6575931232092
Karnataka,2020,Kharif,Rice,3295.0884343745283
Uttarakhand,2003,Whole Year,Sugarcane,60090.69363518913
Tripura,2003,Whole Year,Sugarcane,42419.642857142855
Uttar Pradesh,2011,Rabi,Potato,22080.614365187645
Bihar,2016,Kharif,Small millets,758.5784313725491
Kerala,2002,Whole Year,Cashewnut,746.3409676107874
West Bengal,2008,Kharif,Niger seed,659.4
Nagaland,2001,Kharif,Peas & beans (Pulses),815.7894736842105
Bihar,2025,Kharif,Ragi,1128.4359604589508
West Bengal,2021,Summer,Potato,19742.56643763337
Andhra Pradesh,2007,Kharif,Ragi,1229.1666666666667
Punjab,2026,Kharif,Sesamum,271.40386877175575
Jharkhand,2020,Whole Year,Sugarcane,85393.4077465566
Gujarat,2019,Kharif,Jowar,1519.589356798659
Assam,2010,Whole Year,Ginger,6868.546320029293
Himachal Pradesh,2026,Rabi,Coriander,175.91077165545252
Mizoram,2016,Kharif,Cotton(lint),338.0281690140845
Punjab,2025,Kharif,Moth,741.8186563998826
Maharashtra,2003,Kharif,Sunflower,364.0449438202247
Andhra Pradesh,2014,Whole Year,Mango,7181.9828031958095
Tamil Nadu,2014,Kharif,Sunflower,1514.7375988497483
Uttarakhand,2005,Whole Year,Onion,13373.74749498998
Sikkim,2009,Rabi,Wheat,907.6923076923077
Himachal Pradesh,2006,Rabi,Peas & beans (Pulses),2063.157894736842
Sikkim,2004,Kharif,Other Kharif pulses,737.2013651877133
Andhra Pradesh,2008,Whole Year,Coriander,466.9996112323933
Puducherry,2009,Kharif,Jowar,1500.0
Puducherry,2017,Kharif,Banana,11831.325301204819
Andhra Pradesh,2009,Rabi,Rapeseed &Mustard,597.818519378046
Jammu and Kashmir,2003,Rabi,Other  Rabi pulses,475.86206896551727
Chhattisgarh,2006,Whole Year,Onion,5152.988403211419
Punjab,2011,Kharif,Cotton(lint),3147.5728155339807
Maharashtra,2006,Whole Year,Banana,25352.65413082732
Telangana,2006,Kharif,Jowar,1080.3698928500196
Uttarakhand,2025,Kharif,Maize,1996.2186489258588
Uttar Pradesh,2016,Kharif,Urad,540.3912279875377
Meghalaya,2017,Kharif,Soyabean,1897.684437264405
Haryana,2001,Kharif,Urad,200.1000500250125
Punjab,2026,Kharif,Cotton(lint),5018.29591302162
Andhra Pradesh,2009,Kharif,Horse-gram,653.2090070429521
West Bengal,2017,Whole Year,Mango,7607.617428247692
Uttar Pradesh,2012,Kharif,Guar seed,814.1919606234619
Uttarakhand,2009,Kharif,Groundnut,1388.6048210372535
Meghalaya,2010,Whole Year,Black pepper,523.0596175478065
Karnataka,2015,Kharif,Arhar/Tur,367.57363612300225
Himachal Pradesh,2017,Kharif,Maize,2532.3580628963964
Manipur,2007,Whole Year,Sweet potato,3511.1111111111113
Assam,2006,Whole Year,Potato,6492.652357422277
Meghalaya,2019,Kharif,Jute,10263.77245508982
Bihar,2016,Rabi,Gram,1120.2412236372213
Madhya Pradesh,2018,Rabi,Masoor,782.9683328062997
Andhra Pradesh,2006,Whole Year,Tapioca,10599.635110480438
Delhi,2017,Rabi,Gram,400.0
Meghalaya,2000,Kharif,Castor seed,521.7391304347826
Chhattisgarh,2001,Rabi,Wheat,1057.4181747580753
Uttarakhand,2020,Whole Year,Garlic,7415.902712815716
Uttar Pradesh,2006,Kharif,Moong,582.3660074880016
Manipur,2011,Whole Year,Banana,13050.167224080267
Uttar Pradesh,2015,Kharif,Sannhamp,285.140562248996
West Bengal,2000,Rabi,Rapeseed &Mustard,956.4722773957678
Meghalaya,2017,Kharif,Arhar/Tur,1294.5670628183361
Madhya Pradesh,2012,Whole Year,Potato,14275.995165984314
Maharashtra,2013,Whole Year,Mango,6916.184536255968
Delhi,2004,Kharif,Jowar,689.6177237185057
Himachal Pradesh,2024,Kharif,Horse-gram,675.3370672047153
Chhattisgarh,2006,Rabi,Gram,836.3069768245982
Uttarakhand,2014,Kharif,Groundnut,1102.1097046413502
Arunachal Pradesh,2015,Whole Year,Oilseeds total,1040.0
Arunachal Pradesh,2011,Kharif,Maize,1473.1182795698924
Chhattisgarh,2006,Rabi,Other  Rabi pulses,151.02639296187684
Madhya Pradesh,2011,Kharif,Other Kharif pulses,155.27827292533175
Tamil Nadu,2004,Kharif,Groundnut,1632.3746462361803
Bihar,2012,Kharif,Sannhamp,804.2242079610073
Odisha,2002,Whole Year,Coriander,474.04661016949154
Telangana,2005,Whole Year,Mango,4804.461889322164
Meghalaya,2003,Kharif,Sesamum,525.0463821892394
Jammu and Kashmir,2009,Kharif,Turmeric,1000.0
Assam,2022,Whole Year,Tobacco,611.9045703250724
Tamil Nadu,2006,Whole Year,Onion,8731.300909183086
Tamil Nadu,2024,Kharif,Castor seed,293.5937783984924
West Bengal,2024,Kharif,Castor seed,276.0797342192691
Maharashtra,2006,Kharif,Sesamum,246.23115577889448
West Bengal,2009,Rabi,Arhar/Tur,770.8609271523179
Gujarat,2014,Kharif,Moth,431.56342182890853
Karnataka,2006,Whole Year,Onion,5678.747298217319
Madhya Pradesh,2004,Kharif,Sesamum,405.99760693987434
West Bengal,2025,Rabi,Masoor,890.290316371785
Chhattisgarh,2010,Rabi,Khesari,622.5647136119911
Bihar,2013,Kharif,Ragi,1014.7853284048905
West Bengal,2018,Rabi,Khesari,787.0702702702703
Gujarat,2003,Kharif,Urad,663.2558139534884
Jharkhand,2019,Kharif,Bajra,715.2777777777778
Delhi,2023,Kharif,Cotton(lint),1058.252427184466
Madhya Pradesh,2019,Kharif,Groundnut,1587.0004000018391
Rajasthan,2010,Kharif,Groundnut,1531.7415721115824
Andhra Pradesh,2019,Kharif,Turmeric,5727.095666567488
Karnataka,2021,Whole Year,Tomato,26350.09463861062
Madhya Pradesh,2024,Whole Year,Onion,25510.54034235181
West Bengal,2013,Kharif,Soyabean,699.3127147766323
West Bengal,2010,Kharif,Mesta,12268.542199488491
Meghalaya,2000,Kharif,Rice,1616.1294407590326
Jharkhand,2006,Autumn,Ragi,768.0805509857024
West Bengal,2003,Kharif,Sunflower,660.838747784997
Punjab,2007,Rabi,Wheat,4506.880733944954
Nagaland,2019,Kharif,Sunflower,888.8888888888889
Maharashtra,2009,Kharif,Rice,1474.551724137931
West Bengal,2015,Rabi,Other  Rabi pulses,497.32620320855614
Jammu and Kashmir,2015,Kharif,Ginger,2222.222222222222
Bihar,2014,Rabi,Sunflower,1429.1112065264062
Punjab,2016,Kharif,Groundnut,1916.6666666666667
Madhya Pradesh,2018,Rabi,Gram,1288.1965501574116
Kerala,2006,Kharif,Other Cereals,782.4
Nagaland,2025,Kharif,Rice,2477.61260161937
Bihar,2011,Kharif,Urad,865.9515469935785
West Bengal,2025,Kharif,Niger seed,663.1943001270965
Karnataka,2003,Rabi,Wheat,414.4503737165616
Maharashtra,2005,Whole Year,Banana,21645.460696852664
Kerala,2025,Whole Year,Soyabean,10.416666666666668
Himachal Pradesh,2012,Kharif,Ragi,1047.9041916167664
Gujarat,2012,Whole Year,Banana,71195.72953736655
Manipur,2001,Whole Year,Onion,2125.0
Goa,2019,Whole Year,Arecanut,1879.2491121258245
Uttar Pradesh,2002,Kharif,Moth,410.85271317829455
Rajasthan,2002,Kharif,Groundnut,1278.5864957165202
Assam,2013,Kharif,Arhar/Tur,920.3915171288744
Himachal Pradesh,2019,Kharif,Maize,2590.428048593813
Puducherry,2022,Kharif,Turmeric,7878.640776699029
Odisha,2011,Autumn,Jute,8205.626598465473
Gujarat,2016,Kharif,Moong(Green Gram),453.8700456448557
Haryana,2024,Kharif,Rice,2809.725565504804
Himachal Pradesh,2021,Kharif,Arhar/Tur,460.54417372196735
Jharkhand,2011,Rabi,Gram,927.8894114293857
Arunachal Pradesh,2009,Kharif,Rice,1184.6165245167451
Gujarat,2000,Kharif,Other Cereals,238.0952380952381
Tripura,2021,Kharif,Mesta,8759.985302223038
Meghalaya,2023,Whole Year,Coriander,3112.3642548737407
West Bengal,2026,Kharif,Mesta,12564.628453451482
Manipur,2013,Whole Year,Sugarcane,58001.7094017094
Chhattisgarh,2005,Whole Year,Potato,4573.958922178255
Bihar,2016,Kharif,Jowar,1064.587973273942
Tripura,2026,Kharif,Soyabean,592.9626411815813
Uttar Pradesh,2008,Kharif,Rice,2170.972032986674
Karnataka,2006,Kharif,Bajra,418.9429068250978
Maharashtra,2024,Rabi,Other  Rabi pulses,451.7183003903018
Karnataka,2026,Kharif,Castor seed,461.401735592522
Bihar,2025,Whole Year,Onion,14440.53361710701
Haryana,2011,Whole Year,Turmeric,749.0636704119851
Andhra Pradesh,2024,Rabi,Linseed,354.7409129377484
Odisha,2004,Whole Year,Turmeric,2379.212070410729
Meghalaya,2017,Kharif,Jute,10260.002997152706
Haryana,2016,Whole Year,Potato,24716.7093079922
Andhra Pradesh,2019,Rabi,Other  Rabi pulses,1048.8393686165273
Tripura,2017,Rabi,Peas & beans (Pulses),879.9654576856649
Himachal Pradesh,2026,Kharif,Other Kharif pulses,1026.3336522812958
West Bengal,2025,Rabi,Peas & beans (Pulses),1100.917017055877
Odisha,2003,Kharif,Niger seed,231.9233550253073
Haryana,2024,Kharif,Guar seed,1106.7464365019944
Uttar Pradesh,2023,Summer,Banana,48808.39154910472
West Bengal,2008,Kharif,Other Kharif pulses,770.4918032786885
Andhra Pradesh,2011,Kharif,Moong(Green Gram),542.4951343958761
Jammu and Kashmir,2023,Kharif,Tobacco,532.2076297686053
Kerala,2017,Whole Year,Sesamum,376.4115432873275
Andhra Pradesh,2009,Kharif,Groundnut,385.3224712010398
Puducherry,2019,Rabi,Moong(Green Gram),750.0
Uttarakhand,2022,Kharif,Small millets,1391.8866593049643
West Bengal,2002,Kharif,Khesari,868.1506849315068
Gujarat,2003,Kharif,Cotton(lint),2453.930530164534
Telangana,2017,Kharif,Maize,3449.735860950814
Punjab,2012,Whole Year,Sugarcane,71121.9512195122
Himachal Pradesh,2013,Rabi,Masoor,682.4196597353497
Andhra Pradesh,2017,Kharif,other oilseeds,19759.782982547626
Madhya Pradesh,2001,Kharif,Castor seed,323.3173076923077
Meghalaya,2016,Rabi,Peas & beans (Pulses),1935.1771823681936
West Bengal,2003,Rabi,Masoor,766.5897953300663
Nagaland,2018,Rabi,Masoor,821.1009174311927
Mizoram,2018,Kharif,Cowpea(Lobia),2011.3960113960113
Gujarat,2025,Kharif,Tobacco,2143.6442976184603
Tamil Nadu,2006,Whole Year,Cashewnut,491.0837950138504
Tamil Nadu,2003,Kharif,Urad,408.76101048823034
Nagaland,2021,Rabi,Gram,775.5166251352915
Puducherry,2021,Summer,Other Summer Pulses,688.0530973451328
Meghalaya,2002,Whole Year,Tobacco,653.6856745479834
Punjab,2022,Kharif,Urad,781.2743657786508
Tripura,2024,Kharif,Groundnut,1573.7387300978326
West Bengal,2015,Rabi,Horse-gram,519.4617972128784
Uttarakhand,2001,Rabi,Peas & beans (Pulses),729.0064595509074
Bihar,2009,Rabi,Masoor,893.4789685791583
Nagaland,2003,Kharif,Groundnut,1500.0
Uttar Pradesh,2013,Rabi,Rapeseed &Mustard,1013.7196755329184
Arunachal Pradesh,2022,Kharif,Rice,1820.525415023586
Haryana,2015,Whole Year,Coriander,2142.534787514103
Haryana,2014,Kharif,Moth,500.0
Jharkhand,2016,Rabi,Arhar/Tur,2075.6975248694193
Kerala,2021,Whole Year,Wheat,2196.72131147541
Kerala,2004,Whole Year,Cashewnut,742.9335229990068
Tamil Nadu,2026,Kharif,Other Kharif pulses,934.3913047072394
Chhattisgarh,2017,Kharif,Ragi,226.97277976354138
Karnataka,2012,Kharif,Other Kharif pulses,937.0996372617118
Haryana,2008,Rabi,Mustard,1441.3595233029407
Punjab,2014,Kharif,Moong(Green Gram),837.8378378378378
Andhra Pradesh,2000,Kharif,Rice,2741.2458013904975
Tripura,2019,Kharif,Mesta,8925.581395348838
Gujarat,2024,Kharif,Moth,481.9452829362067
Meghalaya,2021,Kharif,Maize,2247.0461029826233
Andhra Pradesh,2011,Kharif,Bajra,1465.5560697208082
Assam,2002,Rabi,Linseed,521.8688895749717
Puducherry,2025,Kharif,Ragi,2278.4256559766764
Karnataka,2018,Whole Year,Tobacco,821.4598997493734
Mizoram,2022,Kharif,other oilseeds,47.91597058882101
Andhra Pradesh,2012,Kharif,Cashewnut,271.37015322461446
Odisha,2017,Winter,Rapeseed &Mustard,325.8959537572254
Meghalaya,2005,Kharif,Castor seed,636.3636363636364
Kerala,2011,Whole Year,Cashewnut,679.7686903088699
Chhattisgarh,2009,Whole Year,Dry chillies,698.7179487179487
Madhya Pradesh,2002,Kharif,Cotton(lint),686.9294143843242
Karnataka,2022,Whole Year,Sugarcane,85510.61085667685
Odisha,2017,Autumn,Urad,313.7389261416475
Tamil Nadu,2006,Whole Year,Mango,5044.97602130566
Odisha,2014,Autumn,Moong(Green Gram),222.81793811622518
West Bengal,2023,Kharif,Other Kharif pulses,577.2999212592033
Nagaland,2003,Rabi,Linseed,800.0
Meghalaya,2016,Kharif,Tapioca,6566.580118694362
Uttar Pradesh,2024,Kharif,Groundnut,1026.7025266602282
Uttarakhand,2003,Kharif,Bajra,1000.0
Rajasthan,2012,Kharif,Groundnut,1498.8742267758626
Uttar Pradesh,2011,Kharif,Urad,668.6647599035712
Puducherry,2021,Kharif,Cotton(lint),483.53864363684187
Nagaland,2023,Kharif,Maize,2248.4963927162466
Gujarat,2017,Kharif,Cotton(lint),3850.2901404042736
Himachal Pradesh,2024,Rabi,Peas & beans (Pulses),1560.54840621833
Karnataka,2021,Rabi,Safflower,559.0890994292939
Odisha,2008,Winter,Rapeseed &Mustard,183.9691322073384
Haryana,2015,Rabi,Masoor,722.2222222222222
Assam,2017,Rabi,Other  Rabi pulses,794.9462874130127
Chhattisgarh,2004,Whole Year,Garlic,2684.8837209302324
Madhya Pradesh,2018,Whole Year,Banana,69816.46402091224
Assam,2003,Rabi,Urad,522.7846822269374
Assam,2002,Kharif,Small millets,520.8182912154032
Haryana,2022,Whole Year,Sugarcane,74804.45743489415
Meghalaya,2019,Autumn,Rice,2331.959378733572
Telangana,2016,Kharif,Bajra,868.8576898532227
Manipur,2021,Kharif,Moong(Green Gram),1230.475608825101
Punjab,2024,Kharif,Urad,626.0915543734277
Andhra Pradesh,2017,Kharif,Turmeric,5770.539910811667
Mizoram,2001,Kharif,Urad,1035.7142857142858
Karnataka,2009,Kharif,Sesamum,406.90875721027794
Chhattisgarh,2016,Rabi,Other  Rabi pulses,380.73394495412845
Tamil Nadu,2019,Kharif,Groundnut,2478.5832787496593
Himachal Pradesh,2008,Rabi,Masoor,325.26475037821484
Jammu and Kashmir,2024,Kharif,Groundnut,786.1757105943152
West Bengal,2000,Kharif,Small millets,530.8722639660242
Bihar,2006,Rabi,Khesari,789.1771230775282
Uttar Pradesh,2023,Kharif,Soyabean,947.5253610061592
West Bengal,2014,Rabi,Mustard,1362.7348567430963
Assam,2018,Whole Year,Sugarcane,35062.98278790987
Karnataka,2010,Kharif,Cotton(lint),2377.641265895401
Uttarakhand,2019,Rabi,Rapeseed &Mustard,986.7869293456761
Gujarat,2022,Rabi,Gram,1661.6841833910821
Jammu and Kashmir,2021,Kharif,Other Kharif pulses,1126.175569005792
Meghalaya,2008,Kharif,Small millets,839.8853398853399
Andhra Pradesh,2017,Whole Year,Sugarcane,78682.76852151407
Jammu and Kashmir,2003,Rabi,Wheat,1820.1069193949224
Chhattisgarh,2007,Kharif,Sunflower,352.01541673357957
Punjab,2016,Kharif,Arhar/Tur,859.6491228070175
Haryana,2003,Whole Year,Onion,24314.55257607713
Chhattisgarh,2011,Whole Year,Sugarcane,5566.70341786108
Uttarakhand,2006,Rabi,Masoor,461.1501143803739
Uttar Pradesh,2026,Rabi,Barley,2775.398988937458
Manipur,2018,Kharif,Groundnut,931.592039800995
Uttarakhand,2002,Kharif,Sesamum,125.0
Andhra Pradesh,2016,Kharif,other oilseeds,1108.695652173913
Bihar,2008,Kharif,Castor seed,956.7567567567568
Chhattisgarh,2003,Kharif,Other Kharif pulses,317.21116992151855
Meghalaya,2024,Rabi,Other  Rabi pulses,715.2714373381629
Gujarat,2004,Whole Year,Guar seed,732.7425373134329
Andhra Pradesh,2015,Kharif,Cowpea(Lobia),878.0222765552838
Mizoram,2004,Kharif,Tapioca,6415.584415584415
Uttar Pradesh,2025,Kharif,Maize,2667.983088658645
Nagaland,2023,Kharif,Moong(Green Gram),1167.5708932266905
Andhra Pradesh,2007,Kharif,Urad,510.4166666666667
Assam,2020,Whole Year,Banana,28167.441327359673
Karnataka,2006,Whole Year,Mango,5507.731388516544
Madhya Pradesh,2017,Whole Year,Onion,24531.86147140236
Andhra Pradesh,2001,Kharif,Groundnut,568.2705841874238
